institution_id,display_name,ror,homepage_url,country_code,type,h_index,productivity,avg_c10,avg_logc10
I135310074,University of Wisconsin–Madison,01y2jtd41,http://www.wisc.edu/,US,education,1342.0,319015.0,32.62362973825153,2.299590190237848
