id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W3036350439,2020,28,24,0,article,False,4,4,4,2,6
W4315435709,2023,28,57,0,article,False,8,2,5,1,6
W4387312067,2023,29,395,0,article,False,4,2,0,2,2
W2511430891,2016,23,34,0,article,False,7,5,2,0,2
W2782742000,2018,26,87,0,article,False,4,2,4,1,5
W2791040764,2017,23,22,0,article,False,2,2,3,0,3
W2802174541,2018,27,56,0,article,False,2,2,3,0,3
W2991202002,2019,29,88,0,article,False,3,1,0,4,4
W3089098577,2020,27,71,0,article,False,4,1,5,7,12
W3133898321,2021,27,43,0,article,False,6,2,2,1,3
W4378348505,2023,26,97,0,article,False,10,4,0,1,1
W2342811429,2016,9,58,0,article,False,2,2,2,0,2
W2418339025,2016,10,23,0,article,False,4,1,2,0,2
W2528825140,2016,10,36,0,article,False,4,2,2,0,2
W2546707703,2016,10,30,0,article,False,4,3,2,1,3
W2740055501,2017,10,22,0,article,False,3,1,1,1,2
W2769758283,2017,9,14,1,article,False,12,2,1,0,1
W2902833665,2018,10,43,0,article,False,2,1,0,1,1
W2912122771,2019,11,51,0,article,False,4,4,0,1,1
W2917321993,2019,11,30,0,article,False,5,2,0,2,2
W2919268930,2019,10,24,1,article,False,3,1,5,2,7
W2943628287,2019,10,62,0,book-chapter,False,3,2,0,1,1
W2949836530,2019,10,6,0,article,False,3,1,5,0,5
W2963988641,2018,10,23,0,article,False,2,1,2,2,4
W2965996947,2019,10,26,0,book-chapter,False,4,2,1,2,3
W2966971174,2019,10,18,0,article,False,5,2,3,1,4
W2989674684,2019,10,12,1,article,False,3,1,4,2,6
W2989726285,2019,10,18,0,article,False,4,1,4,6,10
W2990716336,2019,10,22,0,article,False,2,1,1,3,4
W3012387779,2020,10,44,0,article,False,2,1,2,1,3
W3013773979,2020,10,11,0,article,False,3,1,0,1,1
W3018511909,2020,10,53,0,article,False,2,2,3,0,3
W3040959123,2020,10,73,0,article,False,6,5,0,1,1
W3042313054,2020,9,60,0,article,False,6,3,1,1,2
W3099410859,2018,10,19,0,preprint,False,3,1,4,2,6
W3136642102,2021,10,37,0,article,False,4,1,1,6,7
W3159223641,2021,10,12,0,article,False,6,1,1,1,2
W3165135268,2021,10,21,2,article,False,8,1,1,0,1
W4226227827,2022,11,68,0,article,False,6,2,1,2,3
W4246807241,2020,10,3,0,article,False,2,1,1,0,1
W4281761882,2022,10,90,0,article,False,2,1,1,2,3
W4283736018,2022,10,47,0,article,False,3,1,2,2,4
W4306762239,2022,11,34,0,article,False,4,3,4,5,9
W4380786075,2023,10,50,0,article,False,6,4,1,4,5
W4386494562,2023,11,41,0,article,False,2,2,1,2,3
W4386913765,2023,10,82,0,article,False,7,4,2,3,5
W2790350455,2018,6,26,0,article,False,6,2,3,1,4
W2890500951,2016,6,25,0,preprint,False,3,6,1,0,1
W2952405732,2019,6,27,0,article,False,7,3,1,2,3
W2971807806,2019,6,46,0,article,False,3,1,2,1,3
W2986684245,2020,6,48,0,article,False,87,26,0,1,1
W3007032458,2020,6,72,0,article,False,6,5,0,5,5
W3017213034,2020,6,58,0,article,False,9,3,0,1,1
W3036224217,2020,6,27,0,preprint,False,5,2,0,4,4
W3048172246,2020,4,4,0,article,False,16,19,1,2,3
W3190387680,2021,5,19,0,article,False,7,4,1,2,3
W3204917607,2021,6,172,0,article,False,70,35,1,2,3
W4214637996,2022,6,57,0,article,False,9,9,1,5,6
W4214662435,2021,6,37,0,preprint,False,53,46,0,2,2
W4224006341,2022,6,56,0,article,False,8,1,0,2,2
W3104062568,2019,3129,384,1,article,False,327,86,16,0,16
W2736848882,2017,2218,15,2,article,False,72,55,6,0,6
W2766358903,2017,2166,82,4,review,False,303,150,17,0,17
W2567862405,2017,1326,193,14,article,False,46,38,1,0,1
W4294106961,2021,1213,451,0,book,False,59,25,4,3,7
W3040739689,2020,972,136,0,article,False,289,154,6,0,6
W2999414134,2020,1067,97,0,article,False,36,29,5,0,5
W2468006349,2016,911,142,0,article,False,22,16,1,0,1
W2540743583,2016,703,68,0,article,False,13,12,28,0,28
W2770676323,2017,775,267,5,review,False,4,1,6,0,6
W4220924308,2022,682,218,0,article,False,340,155,3,6,9
W3200840849,2021,435,60,0,article,False,99,33,1,0,1
W3176719058,2021,433,62,0,article,False,3,2,3,2,5
W2784547979,2018,415,14,0,article,False,88,74,4,1,5
W2929465105,2019,425,214,0,article,False,24,17,8,1,9
W3014988774,2020,418,193,0,article,False,3,3,3,8,11
W3161219256,2021,395,42,0,article,False,12,5,5,1,6
W2786764113,2018,396,58,0,article,False,16,13,10,4,14
W2765750234,2017,402,227,13,review,False,5,4,3,0,3
W2465705021,2016,396,39,0,article,False,215,69,6,0,6
W4285044823,2023,385,80,0,article,False,347,41,1,4,5
W2955949443,2019,367,37,0,article,False,3,2,6,2,8
W2775717083,2018,352,214,0,article,False,270,182,2,1,3
W2755153986,2017,348,64,0,article,False,5,4,1,0,1
W3100741372,2019,351,123,0,article,False,233,106,4,4,8
W2952480515,2017,336,17,0,article,False,26,14,4,1,5
W2886067286,2018,312,0,0,article,False,0,0,2,0,2
W2775030393,2017,303,47,0,article,False,9,10,5,1,6
W2549173848,2016,311,64,0,article,False,16,10,3,0,3
W2950235747,2019,302,87,0,article,False,20,9,6,0,6
W2902751862,2018,276,101,2,article,False,30,18,5,0,5
W2918580768,2019,285,48,1,article,False,13,4,4,0,4
W3103418582,2019,282,90,0,article,False,31,19,4,4,8
W4200191517,2021,274,56,0,article,False,90,68,0,3,3
W2970330753,2019,263,0,0,article,False,0,0,2,0,2
W3171156384,2021,269,109,0,article,False,105,44,5,3,8
W4211014154,2017,243,11,0,preprint,False,72,33,2,0,2
W3020971767,2018,249,70,0,article,False,184,39,0,2,2
W3123375411,2020,241,62,2,article,False,5,1,7,3,10
W3124207966,2016,240,105,4,article,False,2,2,1,0,1
W3013517662,2020,186,519,0,article,False,93,77,4,0,4
W4225258284,2022,217,72,0,article,False,103,52,3,0,3
W3154155772,2021,222,68,0,article,False,8,3,1,0,1
W4377565774,2023,215,818,0,review,False,76,42,0,4,4
W2600700815,2017,208,50,0,article,False,2,1,4,1,5
W2585774018,2017,206,14,11,article,False,2,1,3,0,3
W4321790088,2023,209,186,0,article,False,22,28,1,2,3
W3043763415,2020,192,136,0,review,False,4,5,1,1,2
W2744567246,2017,192,56,0,article,False,5,4,2,1,3
W2910774181,2019,189,139,7,article,False,48,47,5,1,6
W2797851444,2018,190,24,0,article,False,6,4,2,2,4
W2946840043,2019,182,44,0,article,False,7,4,1,3,4
W3010039611,2020,182,67,0,article,False,37,35,4,0,4
W3093999282,2020,177,97,0,article,False,966,190,1,1,2
W3136132782,2021,178,53,0,article,False,29,13,1,0,1
W2901635167,2018,175,103,0,review,False,8,3,1,0,1
W2500710076,2016,166,91,0,article,False,9,6,6,0,6
W2949804919,2018,169,32,0,preprint,False,2,2,1,0,1
W2887901326,2018,159,21,2,article,False,7,2,5,3,8
W2792200862,2018,142,33,0,article,False,8,3,0,2,2
W4310852955,2022,153,99,0,article,False,279,102,2,1,3
W2932270818,2019,139,348,0,article,False,5,6,2,5,7
W3104298081,2021,153,101,0,article,False,114,62,16,4,20
W3162689995,2021,150,71,1,article,False,4,3,0,1,1
W2945493933,2019,148,38,2,article,False,5,3,1,0,1
W2512472178,2016,145,26,0,article,False,4,1,5,0,5
W2994999390,2019,146,33,0,article,False,3,2,4,0,4
W4367841521,2023,142,376,0,article,False,31,30,1,0,1
W2798865369,2018,140,38,0,article,False,4,3,2,0,2
W2753072303,2017,63,82,0,article,False,3,1,1,0,1
W4224267274,2022,63,73,0,article,False,3,3,1,1,2
W180784818,2018,59,39,0,book-chapter,False,2,1,1,0,1
W2897737086,2018,59,27,0,article,False,4,1,4,2,6
W2767365142,2017,58,67,0,book-chapter,False,6,5,2,0,2
W2905467515,2018,1,99,0,book-chapter,False,1,1,0,1,1
W2908471898,2019,1,14,0,book-chapter,False,1,1,0,1,1
W2910831001,2019,1,14,0,book-chapter,False,3,1,1,1,2
W2912172082,2019,1,16,0,book-chapter,False,2,2,1,1,2
W2945862210,2019,1,21,0,book-chapter,False,2,1,1,1,2
W2961297332,2019,1,29,0,book-chapter,False,1,1,1,1,2
W2962915575,2019,1,14,0,article,False,2,2,0,1,1
W2964055830,2019,1,10,0,book-chapter,False,3,2,0,1,1
W2965298275,2019,1,25,0,book-chapter,False,6,5,0,6,6
W2965467452,2019,1,12,0,book-chapter,False,6,5,1,0,1
W2991037163,2023,1,37,0,article,False,3,1,0,4,4
W2994909359,2019,1,10,0,book-chapter,False,1,1,1,0,1
W2995397339,2019,1,20,0,book-chapter,False,6,2,0,7,7
W2995869468,2019,1,7,0,book-chapter,False,1,1,1,0,1
W2996749633,2019,1,4,0,book-chapter,False,1,1,1,0,1
W2998165416,2019,1,287,0,book-chapter,False,2,2,0,1,1
W2971209775,2019,3,13,0,preprint,False,3,2,1,0,1
W2979396236,2019,3,24,0,article,False,1,1,2,0,2
W2979988903,2019,3,25,0,book-chapter,False,6,3,1,5,6
W2980235648,2019,3,12,0,book-chapter,False,11,8,2,2,4
W2996163751,2019,3,23,0,article,False,8,5,0,2,2
W3122574076,2019,2,62,0,article,False,4,4,0,1,1
W3129076508,2021,2,22,0,book-chapter,False,4,2,2,2,4
W3162920417,2019,3,82,0,preprint,False,4,2,0,1,1
W3176091179,2017,3,34,0,article,False,4,2,1,0,1
W3181926339,2021,3,24,0,article,False,2,1,2,2,4
W3182587128,2021,3,41,0,article,False,6,5,1,0,1
W3183431876,2021,3,24,0,article,False,5,4,1,0,1
W3183647060,2021,3,7,0,article,False,4,1,1,2,3
W3185531433,2021,3,8,0,book-chapter,False,3,2,0,2,2
W3186168173,2021,3,21,0,article,False,7,2,0,1,1
W3188612857,2024,3,33,0,article,False,2,3,1,2,3
W3199278570,2021,3,40,0,article,False,2,1,1,1,2
W3199654248,2021,3,22,0,article,False,3,3,1,0,1
W3200223951,2021,3,15,0,article,False,7,2,0,1,1
W3206732787,2021,3,68,0,article,False,4,1,1,1,2
W3207719787,2021,3,20,0,article,False,4,2,2,3,5
W3210878058,2021,2,18,0,article,False,9,8,0,1,1
W3211378645,2021,3,28,0,article,False,5,1,1,2,3
W3214659905,2021,3,29,0,article,False,1,1,1,1,2
W3214991414,2021,3,46,0,article,False,3,3,0,1,1
W3216550726,2021,3,30,0,article,False,2,1,1,2,3
W4200054612,2021,3,23,0,article,False,2,2,0,1,1
W4200162802,2021,3,8,0,article,False,1,1,0,1,1
W4200382119,2021,4,107,0,article,False,3,4,0,1,1
W4200434508,2021,3,66,0,article,False,3,3,0,4,4
W4205150041,2022,3,20,0,book-chapter,False,1,1,1,1,2
W4205731782,2022,3,16,0,book-chapter,False,1,1,1,1,2
W4210591823,2022,3,24,0,book-chapter,False,4,2,0,1,1
W4211090005,2017,3,2,1,article,False,2,2,1,0,1
W4220682918,2022,3,22,0,preprint,False,7,2,0,1,1
W4224051208,2022,3,31,0,article,False,5,1,0,1,1
W4225270177,2022,4,54,0,article,False,3,3,4,1,5
W4226104782,2021,3,26,0,article,False,7,2,1,6,7
W4235662200,2019,3,23,0,book-chapter,False,6,5,1,0,1
W4237611287,2021,3,27,0,preprint,False,4,3,0,2,2
W4245423195,2021,3,34,0,article,False,2,2,0,2,2
W4283220361,2022,3,49,0,article,False,2,1,0,1,1
W4285281384,2022,3,48,0,book-chapter,False,2,1,0,1,1
W4311709797,2022,3,30,0,preprint,False,4,3,0,1,1
W4391567551,2024,3,33,0,article,False,6,4,0,7,7
W4394742853,2024,3,39,0,article,False,5,2,0,2,2
W4399984269,2024,3,168,0,preprint,False,6,2,1,1,2
W4400008163,2024,4,42,0,article,False,5,3,0,2,2
W3201455825,2021,0,33,0,book-chapter,False,0,0,0,3,3
W3205860595,2021,0,37,0,preprint,False,0,0,0,1,1
W3212576555,2021,0,26,0,article,False,0,0,0,3,3
W4281683025,2022,21,41,0,article,False,3,2,1,1,2
W2530067131,2016,18,32,0,article,False,8,1,2,1,3
W2568947637,2016,19,39,0,review,False,1,1,1,0,1
W2604978294,2017,19,36,0,article,False,2,1,1,0,1
W2612731621,2017,19,17,1,article,False,3,1,8,1,9
W2781749425,2017,19,105,0,article,False,1,1,0,1,1
W2918860261,2019,19,24,0,article,False,4,1,3,0,3
W2950456805,2018,19,59,0,article,False,4,5,3,1,4
W2981966775,2019,19,42,0,article,False,2,5,2,0,2
W3034522316,2020,20,132,0,article,False,1,1,15,3,18
W3118804090,2021,19,26,0,article,False,4,5,2,0,2
W3144992254,2021,19,35,0,article,False,2,1,3,2,5
W3155100517,2021,18,35,0,article,False,29,21,1,2,3
W3159683821,2021,19,29,0,article,False,2,2,0,7,7
W2497116315,2016,17,8,0,book-chapter,False,3,2,8,1,9
W2500685866,2016,18,101,0,article,False,1,1,3,0,3
W2503987949,2016,18,34,0,article,False,1,1,1,1,2
W2553341204,2016,18,50,0,article,False,7,1,1,1,2
W2765123916,2017,17,37,0,article,False,5,5,1,0,1
W2942422268,2019,0,34,0,preprint,False,0,0,0,2,2
W4214871574,2022,0,70,0,preprint,False,0,0,0,1,1
W4225152411,2022,0,15,0,article,False,0,0,0,3,3
W4225294440,2022,0,16,0,book-chapter,False,0,0,0,1,1
W2787926232,2018,0,4,0,article,False,0,0,0,1,1
W3215050761,2021,0,43,0,preprint,False,0,0,0,1,1
W4200618152,2021,0,37,0,preprint,False,0,0,0,1,1
W4206528065,2021,0,13,0,article,False,0,0,0,1,1
W3100525233,2017,1,85,0,preprint,False,3,3,1,0,1
W3102795132,2022,1,20,0,article,False,4,4,1,1,2
W3142630080,2017,1,0,0,article,False,0,0,1,0,1
W3145295789,2021,1,9,0,article,False,1,1,0,2,2
W3161004197,2021,1,75,0,preprint,False,2,1,0,1,1
W3186359937,2021,1,33,0,article,False,4,2,0,1,1
W3188788977,2021,1,58,0,preprint,False,4,2,0,1,1
W3194182885,2021,1,13,0,preprint,False,5,2,0,1,1
W3194215020,2021,1,9,0,article,False,2,1,1,1,2
W3194822457,2021,1,41,0,article,False,3,1,0,4,4
W3196475889,2021,1,60,0,article,False,2,3,0,3,3
W3197224134,2021,1,56,0,preprint,False,2,1,0,5,5
W3198392549,2021,1,21,0,article,False,3,1,0,1,1
W3200910022,2021,1,30,0,article,False,2,1,0,1,1
W3201998309,2021,1,10,0,article,False,3,1,1,0,1
W3209737547,2021,1,4,0,preprint,False,6,2,0,2,2
W3214004508,2021,1,54,0,preprint,False,2,1,0,1,1
W4226262717,2022,1,10,0,article,False,3,2,1,2,3
W4229057662,2022,1,14,0,article,False,5,1,0,1,1
W4229083114,2022,1,44,0,article,False,4,4,0,1,1
W4230249269,2017,1,84,0,preprint,False,9,8,1,1,2
W2507618760,2016,20,39,0,article,False,5,1,2,0,2
W2560793071,2016,21,29,1,article,False,3,2,0,1,1
W2937030417,2019,18,88,0,article,False,10,8,1,0,1
W4282974891,2022,21,92,0,article,False,14,13,1,0,1
W4294795428,2022,21,76,0,article,False,4,3,4,4,8
W4318767786,2023,22,11,0,article,False,11,4,0,1,1
W4382243959,2023,21,10,0,article,False,3,1,0,1,1
W2324816847,2016,20,0,0,article,False,0,0,3,0,3
W2789677889,2018,19,27,0,article,False,8,2,0,2,2
W2800479639,2018,20,34,0,article,False,6,4,7,0,7
W2812709312,2018,20,66,0,article,False,5,4,0,1,1
W2898644703,2018,20,26,0,article,False,2,1,4,1,5
W3024692823,2020,20,41,0,article,False,4,3,0,6,6
W4221019320,2022,20,33,0,article,False,7,3,2,2,4
W4221158799,2022,20,28,0,article,False,4,2,2,0,2
W4285037640,2022,20,123,0,article,False,4,1,2,2,4
W2521905625,2016,19,53,0,article,False,2,2,1,0,1
W3184175524,2021,18,41,0,article,False,7,8,5,0,5
W4224982795,2022,19,31,0,article,False,6,4,2,3,5
W4283526304,2022,17,44,0,article,False,5,3,3,2,5
W4200173483,2021,18,146,0,review,False,1,1,3,0,3
W4319654314,2023,17,35,0,article,False,7,1,3,1,4
W3104436288,2020,16,33,1,article,False,5,3,1,1,2
W2624998622,2017,16,13,0,article,False,4,3,0,1,1
W3105832116,2018,16,75,0,article,False,7,8,1,0,1
W3157717103,2021,17,70,0,article,False,6,5,2,5,7
W4212806687,2022,16,51,0,article,False,4,1,4,1,5
W4229007118,2022,16,0,0,article,False,0,0,2,0,2
W4318668293,2023,16,86,0,article,False,5,3,2,0,2
W2463186589,2016,15,24,0,article,False,8,1,5,0,5
W2616180331,2020,15,19,0,article,False,4,5,5,2,7
W2762168046,2020,15,9,0,article,False,4,1,5,0,5
W3010371178,2020,15,25,0,article,False,3,1,1,4,5
W3016289232,2020,15,21,0,article,False,3,2,0,1,1
W3028395011,2020,15,24,0,article,False,2,1,1,3,4
W3095760422,2020,15,15,0,article,False,6,1,8,2,10
W3099761059,2016,15,39,0,article,False,6,1,5,0,5
W3160868766,2021,15,32,0,article,False,3,1,4,0,4
W3207416024,2021,13,19,0,article,False,2,2,2,1,3
W3209098591,2021,15,57,0,article,False,4,1,0,1,1
W4387393467,2023,15,47,0,article,False,4,3,0,1,1
W2742154908,2017,14,52,0,review,False,1,1,1,0,1
W2782864083,2018,14,31,0,article,False,4,5,3,0,3
W2805510897,2018,14,79,0,preprint,False,4,4,0,1,1
W3211565371,2022,14,67,0,article,False,15,20,1,1,2
W3213945637,2021,13,8,0,article,False,2,1,1,0,1
W4220807707,2022,14,0,0,article,False,0,0,2,0,2
W4287503054,2021,14,0,0,article,False,0,0,2,0,2
W4298126212,2022,15,78,0,article,False,10,2,1,0,1
W3119120985,2021,11,73,0,article,False,2,1,1,4,5
W3137307233,2021,13,116,0,article,False,8,4,1,1,2
W3201266294,2021,13,23,0,article,False,3,1,2,4,6
W3212687848,2021,13,66,0,article,False,5,1,2,2,4
W4211109262,2022,13,70,0,article,False,6,2,2,1,3
W4295036080,2021,1,14,0,article,False,7,2,0,4,4
W4310750339,2022,1,0,0,dataset,False,0,0,1,0,1
W4382239640,2023,1,29,0,article,False,7,4,0,1,1
W4385754037,2023,1,47,0,article,False,14,5,0,1,1
W4389317719,2023,1,43,0,article,False,7,2,1,1,2
W4391108281,2024,1,58,0,article,False,9,3,0,2,2
W4391132521,2024,1,37,0,preprint,False,8,11,0,2,2
W4391529437,2024,1,30,0,article,False,10,2,0,5,5
W4393509892,2024,1,79,0,preprint,False,13,4,0,1,1
W4394734178,2024,1,55,0,article,False,6,4,0,1,1
W4394789068,2024,1,38,0,article,False,2,1,0,2,2
W4396215312,2024,1,45,0,article,False,6,3,0,4,4
W4400018446,2024,1,98,0,article,False,2,2,0,1,1
W4401750391,2024,1,19,0,article,False,3,2,1,0,1
W4401903319,2024,1,31,0,article,False,9,5,0,1,1
W4404428512,2024,1,83,0,article,False,8,5,1,2,3
W4404919950,2024,1,0,0,article,False,0,0,1,0,1
W940116121,2020,1,19,0,article,False,3,4,0,2,2
W3153374800,2021,0,56,0,preprint,False,0,0,0,2,2
W3161003350,2021,0,10,0,preprint,False,0,0,0,7,7
W3164928666,2021,0,37,0,preprint,False,0,0,0,1,1
W3167009421,2021,0,19,0,preprint,False,0,0,0,2,2
W3177323129,2021,0,66,0,article,False,0,0,0,1,1
W3179932821,2019,0,8,0,article,False,0,0,0,2,2
W3182197126,2021,0,47,0,preprint,False,0,0,0,2,2
W3194114740,2021,0,38,0,article,False,0,0,0,3,3
W3198221083,2021,0,16,0,article,False,0,0,0,1,1
W2734493020,2017,42,43,0,article,False,5,3,5,2,7
W2534691263,2016,41,31,0,article,False,3,1,8,2,10
W2787942540,2018,39,37,4,article,False,4,2,7,0,7
W4226101063,2022,41,66,0,article,False,5,2,1,0,1
W2600049523,2017,40,24,0,article,False,6,2,2,0,2
W2798258710,2018,37,15,0,article,False,3,3,3,0,3
W2898699838,2018,40,19,0,article,False,4,4,9,1,10
W2234105532,2016,39,64,0,article,False,4,2,4,1,5
W2558965484,2016,39,51,0,article,False,5,3,0,1,1
W2892714782,2018,28,34,0,article,False,4,4,0,3,3
W2903410227,2018,35,14,0,article,False,2,1,2,3,5
W2756837310,2017,36,66,0,article,False,5,2,8,1,9
W2770526889,2017,36,37,0,article,False,9,8,0,1,1
W3124465883,2017,36,41,0,article,False,3,3,2,0,2
W2606146315,2017,36,57,0,article,False,2,1,11,0,11
W3033422440,2020,33,48,0,article,False,2,3,1,0,1
W2508243239,2016,31,59,0,review,False,8,7,1,0,1
W2947513987,2019,33,23,0,article,False,4,1,6,2,8
W2521480511,2016,31,36,4,article,False,3,4,1,0,1
W2770289674,2017,31,73,2,article,False,2,2,5,1,6
W2914215997,2019,31,140,0,preprint,False,4,2,0,5,5
W3110017325,2020,31,56,0,article,False,4,1,2,2,4
W2963670910,2016,30,27,0,article,False,2,2,4,2,6
W2989714650,2019,30,10,0,article,False,4,6,0,1,1
W2989870306,2019,26,7,0,article,False,10,13,1,0,1
W3123988290,2019,29,47,0,article,False,6,3,0,1,1
W2766442667,2017,28,25,0,article,False,12,10,1,0,1
W2790453528,2018,27,64,0,article,False,5,4,4,0,4
W2901383174,2018,27,185,0,review,False,3,1,4,1,5
W2944955921,2019,27,16,0,article,False,4,3,1,2,3
W2991263634,2019,27,32,0,article,False,2,2,4,1,5
W2546091232,2016,26,14,0,article,False,6,1,4,0,4
W2968163186,2019,26,22,0,article,False,3,2,1,1,2
W3083231068,2020,26,42,0,article,False,6,2,3,0,3
W2517389697,2016,31,28,0,article,False,5,3,11,0,11
W2978049863,2019,29,86,0,article,False,5,5,2,0,2
W2981338466,2019,30,56,0,article,False,5,2,0,4,4
W3046334363,2020,30,67,1,article,False,6,3,7,3,10
W3182690093,2022,30,48,0,article,False,4,5,1,1,2
W3197728603,2021,29,97,0,article,False,139,74,1,3,4
W4253913457,2016,28,34,0,article,False,26,20,1,0,1
W4297965022,2022,29,61,0,article,False,10,8,2,1,3
W2507736375,2016,26,21,0,article,False,4,5,8,0,8
W2909157786,2019,27,30,0,article,False,2,2,4,1,5
W2923699723,2019,26,39,0,article,False,4,2,5,1,6
W2983464350,2019,27,27,0,article,False,6,2,3,1,4
W3005326124,2020,26,51,0,article,False,10,4,5,1,6
W3035201132,2020,26,74,0,article,False,5,5,1,0,1
W4376470786,2023,23,25,0,article,False,3,2,1,1,2
W2887509103,2018,26,69,0,review,False,4,2,3,2,5
W2950926164,2019,26,68,0,article,False,4,3,4,4,8
W4381429452,2023,28,64,0,article,False,5,6,1,2,3
W2584057062,2017,23,43,0,review,False,3,2,3,1,4
W2950880037,2018,23,27,0,article,False,6,3,0,1,1
W3023071677,2020,25,77,0,article,False,7,3,1,1,2
W3174930619,2021,25,48,0,article,False,7,2,1,2,3
W4293771046,2022,24,62,0,article,False,7,5,5,2,7
W4393131243,2024,0,45,0,preprint,False,0,0,0,2,2
W4393146868,2024,0,19,0,article,False,0,0,0,1,1
W4393205158,2024,0,42,0,preprint,False,0,0,0,4,4
W4394681063,2024,0,53,0,article,False,0,0,0,2,2
W4394843129,2024,0,69,0,article,False,0,0,0,2,2
W4395013578,2024,0,92,0,article,False,0,0,0,2,2
W4396914023,2024,0,63,0,preprint,False,0,0,0,11,11
W4396917257,2024,0,109,0,article,False,0,0,0,3,3
W4397032450,2024,0,41,0,article,False,0,0,0,4,4
W2921054011,2019,0,33,0,book-chapter,False,0,0,0,1,1
W4251845111,2021,0,20,0,preprint,False,0,0,0,5,5
W4239078434,2018,0,86,0,preprint,False,0,0,0,2,2
W4403732125,2024,0,122,0,preprint,False,0,0,0,2,2
W4403760415,2024,0,16,0,book-chapter,False,0,0,0,1,1
W4403789844,2024,0,68,0,article,False,0,0,0,2,2
W4404480919,2024,0,14,0,article,False,0,0,0,1,1
W4405180767,2024,0,26,0,article,False,0,0,0,2,2
W4405196203,2024,0,118,0,article,False,0,0,0,1,1
W4405202144,2024,0,74,0,article,False,0,0,0,3,3
W3127577262,2021,6,28,0,article,False,9,1,0,1,1
W3136518509,2021,6,81,0,article,False,3,4,0,2,2
W3159213963,2021,6,15,0,article,False,4,3,1,1,2
W3174263212,2021,6,51,0,article,False,7,4,0,1,1
W3197697266,2021,6,29,1,article,False,2,1,0,2,2
W4200486344,2021,6,68,0,preprint,False,5,1,2,1,3
W4220862473,2022,6,25,0,article,False,6,3,4,1,5
W2966437379,2019,214,31,1,article,False,9,2,14,1,15
W2164108909,2016,139,36,0,article,False,5,6,1,0,1
W2905525260,2018,146,83,0,article,False,22,17,4,5,9
